,# Pl,Poss,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
0,30,40.3,38.0,17988,2197,6320,8026,3879,560,17985,577,330,57.2,244,42.3,9107,48939,24165,454,347,118,534,403,9603,1030
1,30,43.3,38.0,20018,2439,6991,9639,3654,466,20014,610,397,65.1,213,34.9,9683,51732,26943,547,391,96,618,503,11130,1166
2,27,45.1,38.0,21050,1782,6337,10116,4834,617,21046,607,379,62.4,227,37.4,12273,64643,33954,699,576,133,542,490,12704,1415
3,30,61.4,38.0,29146,2201,7494,13560,8306,1104,29141,547,383,70.0,164,30.0,18631,95357,50346,915,805,214,540,412,20745,2210
4,25,55.4,38.0,25560,1940,6875,11992,6956,1012,25551,704,442,62.8,262,37.2,14628,84639,42846,933,657,219,599,449,16842,1900
5,26,49.6,38.0,21654,2134,6390,10289,5239,761,21645,611,350,57.3,261,42.7,11930,65701,33853,652,522,136,501,409,13091,1507
6,26,47.5,38.0,22955,2103,7018,10691,5490,740,22950,693,426,61.5,267,38.5,12659,66189,34201,703,498,169,548,448,14408,1449
7,27,45.7,34.0,18129,1982,6243,7905,4191,631,18125,441,185,42.0,256,58.0,8558,49475,25463,524,350,112,421,320,10142,1103
8,25,62.8,38.0,29326,2230,7352,14187,8054,1224,29321,973,619,63.6,354,36.4,19047,97437,53040,1025,797,312,486,465,22019,2133
9,28,66.1,34.0,27289,1772,6537,13304,7645,1009,27281,679,277,40.8,402,59.2,16244,77254,42070,755,644,199,345,219,20429,2314
10,41,47.5,38.0,21992,2533,7984,9844,4455,570,21989,665,393,59.1,272,40.9,12192,78025,42094,772,551,148,541,425,14166,1205
11,29,56.9,38.0,25435,2520,8051,12473,5147,585,25432,681,439,64.5,240,35.2,16808,81387,42791,736,557,177,520,381,17825,1500
12,30,46.8,38.0,21816,2522,7600,10272,4181,536,21812,473,327,69.1,141,29.8,12937,68267,33562,586,454,109,599,469,13549,1332
13,31,50.6,38.0,22726,1934,6596,11172,5229,698,22720,766,459,59.9,306,39.9,13614,77645,41801,875,641,180,605,426,14458,1479
14,22,48.1,38.0,22240,2420,7636,9472,5366,780,22237,638,343,53.8,291,45.6,11197,66091,33018,702,474,169,564,419,13346,1505
15,24,43.7,38.0,20478,2530,7473,8781,4463,594,20471,487,299,61.4,188,38.6,10099,57499,29182,523,375,113,496,296,11749,1216
16,24,43.7,38.0,19452,2376,6334,8960,4332,589,19452,345,218,63.2,127,36.8,8853,45635,22260,431,329,88,489,345,10419,1090
17,26,45.5,38.0,20574,1955,6173,9973,4670,519,20566,469,306,65.2,163,34.8,8601,58298,29429,598,429,70,634,463,11493,1521
18,29,45.3,38.0,20681,2202,7056,9431,4398,618,20674,411,237,57.7,171,41.6,10201,53870,25957,464,359,84,536,350,12112,1326
19,23,55.7,38.0,24751,2455,8023,11901,5073,708,24748,603,376,62.4,227,37.6,14630,76008,38089,724,568,165,501,428,16844,1576
20,26,55.6,38.0,27165,2307,8084,12055,7334,988,27162,734,513,69.9,221,30.1,16479,93989,51657,1045,699,238,533,414,18823,1969
21,25,44.4,38.0,21019,2466,6956,9424,4854,583,21017,378,204,54.0,174,46.0,11050,56558,29062,554,440,90,498,342,12639,1348
22,29,39.9,38.0,19329,2356,6811,8657,4116,527,19326,419,251,59.9,167,39.9,9667,51549,26095,472,395,85,603,388,10234,1236
23,28,45.2,38.0,20777,2192,6612,9120,5293,811,20767,718,479,66.7,239,33.3,11461,62001,31023,727,526,213,618,482,11715,1297
24,26,48.4,38.0,21535,2428,7256,10204,4355,596,21530,624,441,70.7,183,29.3,12293,69377,37697,659,507,121,571,444,13134,1311
25,30,59.1,34.0,24162,1675,5898,12785,5697,870,24156,679,304,44.8,375,55.2,13212,76120,39596,733,570,209,405,321,16589,1698
26,27,52.0,38.0,21928,1647,5339,10665,6169,709,21925,649,352,54.2,297,45.8,11543,61027,28436,635,532,129,621,374,12591,1450
27,28,47.9,34.0,19250,1811,5920,9658,3884,657,19248,550,246,44.7,304,55.3,9846,50831,26283,492,325,141,376,354,11339,1278
28,25,46.9,38.0,21233,2154,7119,9852,4461,590,21231,596,323,54.2,272,45.6,11608,57915,28646,532,387,124,534,388,12654,1267
29,30,45.5,38.0,20994,2427,7086,9205,4900,608,20986,461,264,57.3,197,42.7,10177,52954,26650,477,352,105,616,381,11850,1152
30,27,52.6,38.0,24041,2075,7061,11399,5809,789,24033,570,348,61.1,220,38.6,13196,72521,39005,737,584,151,561,407,15355,1683
31,29,44.8,34.0,18561,2223,6830,8285,3649,506,18551,454,219,48.2,235,51.8,9103,50794,22979,399,379,87,375,392,11022,1053
32,33,46.3,38.0,21508,2190,6934,9722,5139,677,21503,509,331,65.0,175,34.4,11642,64669,32868,699,502,119,557,382,13230,1458
33,32,40.2,38.0,17210,1860,5642,7420,4341,572,17199,584,296,50.7,289,49.5,8099,41310,19639,374,315,104,540,408,8445,1083
34,25,46.8,38.0,19930,1983,6509,9126,4530,658,19922,644,360,55.9,284,44.1,10354,56433,26849,590,416,119,475,369,11736,1199
35,23,49.7,38.0,21955,2047,6472,10576,5151,655,21948,618,400,64.7,218,35.3,11195,63291,32949,763,480,162,581,441,13726,1507
36,29,49.0,34.0,19120,1827,5773,9139,4450,701,19115,671,265,39.5,406,60.5,9776,49975,26283,568,361,142,457,365,10677,1259
37,26,46.9,34.0,18974,2224,6769,8556,3855,565,18969,484,230,47.5,254,52.5,9223,50907,26297,472,341,92,424,387,10765,1213
38,32,41.9,38.0,19870,2875,7697,8639,3828,442,19863,584,370,63.4,214,36.6,9172,60790,31140,635,470,112,554,416,11437,1065
39,25,46.1,34.0,19287,2087,6348,9323,3799,478,19282,554,240,43.3,313,56.5,9386,49220,23027,426,304,104,358,306,11674,1203
40,26,51.2,34.0,20933,2132,7236,9671,4187,746,20928,552,233,42.2,319,57.8,10970,58676,31534,644,420,178,335,373,13737,1336
41,25,45.7,38.0,21340,2267,7032,9501,5064,533,21338,491,276,56.2,215,43.8,10213,60650,29381,627,495,127,546,416,11895,1189
42,22,57.1,38.0,26769,2248,7222,13081,6705,904,26762,553,356,64.4,195,35.3,16622,92216,50588,947,708,185,479,356,18819,1866
43,24,57.2,38.0,27376,2006,7748,13782,6120,738,27369,726,519,71.5,206,28.4,17676,92128,45930,789,596,171,516,395,20112,1688
44,31,47.4,34.0,19550,2066,6084,9483,4195,630,19547,559,231,41.3,327,58.5,9117,50291,26494,507,359,120,402,258,11694,1317
45,32,46.8,38.0,21028,2107,6802,9416,5051,736,21023,622,375,60.3,246,39.5,10832,59141,28899,640,451,170,461,378,12682,1463
46,36,54.7,38.0,23605,2378,7676,11346,4861,618,23597,714,449,62.9,264,37.0,14246,75170,38695,726,577,133,569,458,15716,1318
47,24,51.1,38.0,24488,2108,7230,11538,6022,899,24477,709,464,65.4,244,34.4,15187,85093,46210,915,634,223,563,448,16305,1780
48,28,43.0,38.0,18879,1888,6390,8493,4251,569,18876,608,341,56.1,267,43.9,9590,50386,23931,534,389,107,559,453,10298,1099
49,27,48.0,38.0,21322,2209,6497,10115,4964,673,21316,718,422,58.8,294,40.9,10418,64343,32440,655,471,151,516,358,12216,1251
50,33,42.8,38.0,18695,2160,6122,8198,4610,658,18690,685,375,54.7,310,45.3,9982,56940,30528,676,459,175,572,445,10628,1276
51,24,54.6,34.0,22242,1891,6281,11093,5098,802,22237,634,308,48.6,325,51.3,13431,72297,35723,696,499,172,367,383,14579,1641
52,25,53.8,38.0,24106,2127,7536,11843,5036,590,24104,823,576,70.0,247,30.0,13671,81470,43767,831,652,155,642,552,16131,1562
53,27,60.3,38.0,28759,1843,6993,14748,7291,1064,28756,652,440,67.5,210,32.2,16418,88873,48496,982,690,235,574,447,20236,2218
54,26,55.6,38.0,25260,2055,6689,13383,5498,809,25253,865,560,64.7,305,35.3,16147,89572,48974,949,730,228,649,499,17387,1659
55,27,52.0,34.0,21783,2153,6551,10818,4617,716,21776,669,312,46.6,357,53.4,11529,60608,32581,578,409,174,363,382,14463,1379
56,27,44.4,34.0,18080,1904,6135,8371,3821,512,18076,634,273,43.1,361,56.9,9260,50133,26374,484,353,120,434,390,10131,1096
57,37,44.1,38.0,19899,2074,6485,9190,4454,549,19893,586,308,52.6,278,47.4,10572,51750,23656,463,407,104,576,470,11346,1151
58,25,71.0,38.0,33628,1767,6970,17205,9719,1255,33620,732,503,68.7,228,31.1,21785,117099,66804,1308,973,331,553,406,26023,2550
59,27,54.7,38.0,25907,2212,6985,12031,7107,895,25904,736,466,63.3,270,36.7,14201,79919,43760,920,695,217,512,399,17639,1547
60,26,57.8,38.0,25443,1958,6985,12861,5929,869,25435,786,534,67.9,252,32.1,16887,87315,45809,947,738,201,548,461,17137,1576
61,36,45.5,38.0,21038,1991,6573,10038,4684,569,21034,623,356,57.1,267,42.9,11876,58611,28287,589,465,111,583,313,12563,1502
62,23,56.0,38.0,25694,2040,7350,12189,6346,831,25688,450,298,66.2,152,33.8,13571,72118,39639,778,557,176,496,389,17977,2008
63,32,50.9,38.0,22769,1938,6057,11653,5301,725,22762,639,351,54.9,289,45.2,12709,67945,38000,735,535,145,592,385,14344,1723
64,23,47.0,38.0,21927,1885,6284,10753,5161,619,21925,623,382,61.3,241,38.7,10798,65719,35037,749,580,138,571,392,13508,1558
65,30,43.7,38.0,20754,2223,6529,9260,5182,624,20749,542,343,63.3,198,36.5,10454,53153,27871,559,484,96,602,459,11702,1387
66,23,63.4,38.0,33098,1826,6441,18565,8313,915,33089,609,348,57.1,260,42.7,20613,92342,53379,971,837,209,472,370,25165,2450
67,27,41.7,38.0,20180,2275,6899,8975,4531,601,20179,535,304,56.8,230,43.0,9949,52745,27557,548,436,121,523,410,10963,1134
68,31,58.1,38.0,27199,2242,8464,14058,4905,689,27190,747,504,67.5,243,32.5,14431,79816,46037,841,544,209,506,428,20102,1617
69,28,66.3,38.0,30058,1874,6979,16329,7012,1152,30049,938,638,68.0,299,31.9,19365,105764,58666,1044,783,267,499,433,23093,2053
70,23,55.0,34.0,22433,1805,5814,11667,5204,786,22428,769,364,47.3,406,52.8,11673,66862,36051,778,535,208,491,421,14222,1578
71,24,60.2,38.0,28115,1889,6969,13215,8217,1223,28106,752,501,66.6,251,33.4,18912,96856,50530,1131,779,312,460,394,20847,2370
72,27,56.5,38.0,24573,2378,7539,11407,5873,827,24568,623,362,58.1,261,41.9,15068,85862,44860,883,644,183,553,447,16851,1595
73,28,49.9,38.0,22282,1780,6011,11258,5245,591,22274,592,352,59.5,239,40.4,11279,60795,31842,619,493,123,636,417,13736,1494
74,27,58.0,38.0,25584,2175,6786,12233,6865,941,25579,681,411,60.4,267,39.2,14368,84671,45187,938,702,215,574,413,17336,1966
75,30,51.3,38.0,23221,2380,7484,11156,4803,629,23210,584,371,63.5,212,36.3,11918,64790,35403,732,458,142,496,489,14957,1539
76,27,53.6,38.0,24318,2316,6862,12086,5636,724,24310,572,357,62.4,215,37.6,12344,66670,35567,614,518,133,568,414,16137,1614
77,28,42.9,38.0,20042,2280,6491,8773,5090,608,20032,538,330,61.3,206,38.3,9904,62924,31172,640,503,141,459,428,11505,1469
78,24,46.6,34.0,19580,1765,5983,10154,3721,623,19570,740,315,42.6,424,57.3,10235,62491,32100,776,497,168,394,290,12034,1230
79,31,54.3,38.0,24591,2087,7217,11662,5987,949,24586,661,392,59.3,269,40.7,14721,72222,38333,817,592,257,499,430,16249,1805
80,26,51.3,38.0,23169,2056,6325,11460,5644,700,23166,531,379,71.4,151,28.4,13356,68599,36430,694,517,137,495,379,14215,1592
81,29,44.7,38.0,19987,2351,6947,9135,4159,504,19982,531,313,58.9,218,41.1,10038,64533,34759,704,473,94,471,358,12090,1200
82,30,41.4,38.0,18935,2513,6385,8544,4268,596,18932,507,325,64.1,182,35.9,9409,51906,25144,477,403,108,532,403,9994,1123
83,25,49.1,38.0,21120,2068,6908,9914,4565,628,21113,634,380,59.9,253,39.9,11625,64793,34272,658,514,103,612,397,12676,1277
84,26,46.6,34.0,19754,2049,6717,9177,4056,531,19751,539,237,44.0,302,56.0,9531,47175,23778,474,372,104,315,274,12052,1017
85,26,45.3,38.0,21278,2441,7047,9908,4554,536,21277,523,318,60.8,205,39.2,10613,62008,31717,596,451,111,503,439,13108,1174
86,27,51.1,38.0,22686,2421,7343,10682,4921,685,22684,677,418,61.7,259,38.3,13329,73629,35861,703,535,149,579,478,14467,1405
87,25,61.8,38.0,27821,2080,7157,13466,7466,949,27818,719,436,60.6,281,39.1,14767,80757,42259,862,642,180,534,460,19147,2228
88,25,45.7,38.0,19949,2014,6033,9255,4919,645,19938,682,392,57.5,290,42.5,10978,60752,32174,667,451,130,582,402,11258,1455
89,25,42.6,38.0,20604,2283,7268,8954,4605,533,20601,568,311,54.8,257,45.2,10688,60803,31385,564,413,108,558,393,11937,1325
90,27,44.7,38.0,20946,2246,6770,10047,4379,601,20939,543,313,57.6,230,42.4,11683,63285,31430,605,509,127,493,376,12630,1351
91,25,48.6,38.0,22179,2141,7061,10314,5068,746,22171,699,428,61.2,271,38.8,13199,71066,36726,739,516,188,539,475,14202,1549
92,32,50.4,38.0,22941,2292,7613,10767,4789,691,22936,575,328,57.0,247,43.0,12496,66374,34220,719,486,181,464,393,14905,1442
93,29,49.7,38.0,21692,2087,6318,10225,5377,783,21686,565,332,58.8,233,41.2,11811,58427,29594,647,479,162,547,410,12635,1429
94,25,47.4,34.0,19545,1914,5873,9449,4407,617,19545,477,204,42.8,273,57.2,8428,51353,26628,572,339,137,317,341,11946,1459
95,24,40.7,38.0,19184,2302,6698,8221,4468,586,19183,527,321,60.9,205,38.9,9820,54221,26753,507,390,89,532,446,10384,1093
96,27,45.2,38.0,20454,2265,6198,9854,4647,591,20450,642,423,65.9,218,34.0,10086,60796,27961,523,438,106,503,389,11655,1162
97,29,49.3,34.0,19900,2209,6822,9481,3783,456,19894,451,220,48.8,231,51.2,9421,51639,25172,502,334,89,366,383,12757,1290
